time(UTC),temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
2023-01-01 00:00:00,-3.44,86.91,0.0,0.0,0.0,264.45,2.4,323.0,99868.0
2023-01-01 01:00:00,-3.03,88.18,0.0,0.0,0.0,270.59,2.3,328.0,99887.0
2023-01-01 02:00:00,-2.62,89.45,0.0,0.0,0.0,276.73,2.2,331.0,99887.0
2023-01-01 03:00:00,-2.2,90.72,0.0,0.0,0.0,282.87,2.1,332.0,99838.0
2023-01-01 04:00:00,-1.79,91.98,0.0,0.0,0.0,289.01,1.99,332.0,99838.0
2023-01-01 05:00:00,-1.38,93.25,0.0,0.0,0.0,295.15,1.89,330.0,99829.0
2023-01-01 06:00:00,-0.97,94.52,0.0,0.0,0.0,301.29,1.79,328.0,99848.0
2023-01-01 07:00:00,-0.55,95.78,0.0,0.0,0.0,307.43,1.69,348.0,99838.0
2023-01-01 08:00:00,-0.96,93.2,104.0,285.96,60.0,290.6,1.45,348.0,99877.0
2023-01-01 09:00:00,-0.07,85.95,164.0,227.53,109.0,280.4,1.86,352.0,99887.0
2023-01-01 10:00:00,0.56,77.1,197.0,208.23,136.0,271.8,2.83,1.0,99868.0
2023-01-01 11:00:00,1.15,68.25,170.0,92.1,142.0,263.2,2.83,10.0,99838.0
2023-01-01 12:00:00,1.34,66.4,246.0,616.31,77.0,271.2,2.55,12.0,99809.0
2023-01-01 13:00:00,1.35,67.3,93.0,43.79,84.0,282.6,2.07,12.0,99799.0
2023-01-01 14:00:00,0.86,72.05,45.0,68.17,38.0,280.6,1.59,11.0,99809.0
2023-01-01 15:00:00,0.16,76.75,0.0,0.0,0.0,285.0,1.59,8.0,99829.0
2023-01-01 16:00:00,-0.84,82.5,0.0,0.0,0.0,269.4,1.79,4.0,99848.0
2023-01-01 17:00:00,-1.17,84.6,0.0,0.0,0.0,281.0,1.79,4.0,99858.0
2023-01-01 18:00:00,-1.9,88.0,0.0,0.0,0.0,260.0,1.86,2.0,99877.0
2023-01-01 19:00:00,-2.69,89.45,0.0,0.0,0.0,243.2,2.0,19.0,99897.0
2023-01-01 20:00:00,-3.17,89.55,0.0,0.0,0.0,234.0,2.14,19.0,99897.0
2023-01-01 21:00:00,-3.06,89.45,0.0,0.0,0.0,247.4,2.14,16.0,99906.0
2023-01-01 22:00:00,-3.06,89.8,0.0,0.0,0.0,250.0,2.21,9.0,99897.0
2023-01-01 23:00:00,-2.92,89.1,0.0,0.0,0.0,250.4,2.34,7.0,99887.0
2023-01-02 00:00:00,-2.97,89.45,0.0,0.0,0.0,256.2,2.34,7.0,99858.0
2023-01-02 01:00:00,-2.88,88.1,0.0,0.0,0.0,268.4,2.34,8.0,99887.0
2023-01-02 02:00:00,-2.8,87.45,0.0,0.0,0.0,271.4,2.34,11.0,99897.0
2023-01-02 03:00:00,-2.93,87.6,0.0,0.0,0.0,262.4,2.34,14.0,99897.0
2023-01-02 04:00:00,-3.21,88.15,0.0,0.0,0.0,253.2,2.41,22.0,99916.0
2023-01-02 05:00:00,-3.33,87.95,0.0,0.0,0.0,262.2,2.48,29.0,99916.0
2023-01-02 06:00:00,-3.42,87.05,0.0,0.0,0.0,265.6,2.62,36.0,99936.0
2023-01-02 07:00:00,-3.29,85.85,0.0,0.0,0.0,267.0,3.1,42.0,99926.0
2023-01-02 08:00:00,-3.2,83.2,114.0,388.56,54.0,273.8,3.24,44.0,99936.0
2023-01-02 09:00:00,-2.74,79.55,143.0,131.91,111.0,267.4,3.24,47.0,99945.0
2023-01-02 10:00:00,-2.27,76.7,121.0,17.0,116.0,274.2,3.03,51.0,99906.0
2023-01-02 11:00:00,-1.84,74.65,101.0,3.27,100.0,272.2,2.76,53.0,99858.0
2023-01-02 12:00:00,-1.44,73.1,82.0,0.0,82.0,268.6,2.69,54.0,99790.0
2023-01-02 13:00:00,-1.3,73.0,67.0,4.82,66.0,270.4,2.62,55.0,99751.0
2023-01-02 14:00:00,-1.56,74.75,28.0,0.0,28.0,274.0,2.62,55.0,99760.0
2023-01-02 15:00:00,-2.14,78.05,0.0,0.0,0.0,272.4,2.55,55.0,99770.0
2023-01-02 16:00:00,-2.76,80.7,0.0,0.0,0.0,272.0,2.83,55.0,99760.0
2023-01-02 17:00:00,-3.25,81.35,0.0,0.0,0.0,276.0,3.1,54.0,99751.0
2023-01-02 18:00:00,-3.67,81.15,0.0,0.0,0.0,275.6,3.17,53.0,99721.0
2023-01-02 19:00:00,-3.77,81.85,0.0,0.0,0.0,282.0,3.38,59.0,99702.0
2023-01-02 20:00:00,-4.36,82.25,0.0,0.0,0.0,252.8,3.24,59.0,99692.0
2023-01-02 21:00:00,-4.58,81.05,0.0,0.0,0.0,259.2,3.17,59.0,99663.0
2023-01-02 22:00:00,-4.59,79.65,0.0,0.0,0.0,265.4,3.1,59.0,99624.0
2023-01-02 23:00:00,-4.62,78.9,0.0,0.0,0.0,262.2,2.62,60.0,99595.0
2023-01-03 00:00:00,-4.69,78.9,0.0,0.0,0.0,255.2,2.48,64.0,99556.0
2023-01-03 01:00:00,-4.3,77.3,0.0,0.0,0.0,282.2,2.48,73.0,99527.0
2023-01-03 02:00:00,-3.81,77.4,0.0,0.0,0.0,291.8,2.48,81.0,99478.0
2023-01-03 03:00:00,-3.36,80.75,0.0,0.0,0.0,288.0,2.76,95.0,99459.0
2023-01-03 04:00:00,-3.01,85.55,0.0,0.0,0.0,287.6,3.31,113.0,99439.0
2023-01-03 05:00:00,-2.89,86.5,0.0,0.0,0.0,290.0,3.52,124.0,99478.0
2023-01-03 06:00:00,-3.06,84.6,0.0,0.0,0.0,281.2,3.79,129.0,99527.0
2023-01-03 07:00:00,-2.84,84.3,0.0,0.0,0.0,291.8,4.41,131.0,99575.0
2023-01-03 08:00:00,-2.78,80.7,57.0,19.34,54.0,297.4,4.69,131.0,99614.0
2023-01-03 09:00:00,-2.63,78.25,63.0,0.0,63.0,292.6,4.76,132.0,99644.0
2023-01-03 10:00:00,-2.37,76.65,72.0,0.0,72.0,293.4,4.76,132.0,99644.0
2023-01-03 11:00:00,-2.28,76.0,103.0,3.26,102.0,287.8,4.48,130.0,99605.0
2023-01-03 12:00:00,-1.79,73.85,91.0,3.6,90.0,289.0,5.1,133.0,99566.0
2023-01-03 13:00:00,-1.59,72.15,156.0,352.94,82.0,281.8,5.17,134.0,99546.0
2023-01-03 14:00:00,-1.77,71.9,53.0,112.0,41.0,272.0,4.69,131.0,99546.0
2023-01-03 15:00:00,-2.24,72.25,0.0,0.0,0.0,263.0,4.69,131.0,99566.0
2023-01-03 16:00:00,-2.87,73.0,0.0,0.0,0.0,246.4,4.62,131.0,99595.0
2023-01-03 17:00:00,-3.51,74.35,0.0,0.0,0.0,229.2,4.62,132.0,99653.0
2023-01-03 18:00:00,-4.04,75.9,0.0,0.0,0.0,221.4,4.76,134.0,99683.0
2023-01-03 19:00:00,-4.89,80.7,0.0,0.0,0.0,228.0,4.69,131.0,99683.0
2023-01-03 20:00:00,-5.01,79.8,0.0,0.0,0.0,239.2,4.76,131.0,99702.0
2023-01-03 21:00:00,-5.32,79.85,0.0,0.0,0.0,221.4,4.76,131.0,99712.0
2023-01-03 22:00:00,-5.49,79.6,0.0,0.0,0.0,226.0,4.9,131.0,99673.0
2023-01-03 23:00:00,-5.54,79.15,0.0,0.0,0.0,232.6,5.03,131.0,99663.0
2023-01-04 00:00:00,-5.61,79.0,0.0,0.0,0.0,230.6,5.03,131.0,99673.0
2023-01-04 01:00:00,-5.81,78.4,0.0,0.0,0.0,235.6,5.1,132.0,99702.0
2023-01-04 02:00:00,-5.88,78.4,0.0,0.0,0.0,242.4,5.17,134.0,99731.0
2023-01-04 03:00:00,-6.03,79.25,0.0,0.0,0.0,246.4,5.24,136.0,99731.0
2023-01-04 04:00:00,-6.13,79.85,0.0,0.0,0.0,250.4,5.24,137.0,99731.0
2023-01-04 05:00:00,-6.11,81.05,0.0,0.0,0.0,260.0,5.24,138.0,99770.0
2023-01-04 06:00:00,-5.95,81.65,0.0,0.0,0.0,267.8,5.17,138.0,99790.0
2023-01-04 07:00:00,-5.77,81.15,0.0,0.0,0.0,278.6,5.52,140.0,99809.0
2023-01-04 08:00:00,-5.34,80.55,48.0,6.41,47.0,273.8,5.38,141.0,99858.0
2023-01-04 09:00:00,-4.77,78.75,66.0,0.0,66.0,272.8,5.86,143.0,99868.0
2023-01-04 10:00:00,-4.13,75.85,53.0,0.0,53.0,274.2,5.79,145.0,99906.0
2023-01-04 11:00:00,-3.71,73.5,53.0,0.0,53.0,264.8,5.72,146.0,99877.0
2023-01-04 12:00:00,-3.21,70.25,58.0,0.0,58.0,258.2,5.79,146.0,99829.0
2023-01-04 13:00:00,-3.11,68.95,79.0,14.16,76.0,254.8,5.52,147.0,99848.0
2023-01-04 14:00:00,-3.36,69.45,42.0,36.52,38.0,246.4,4.83,144.0,99858.0
2023-01-04 15:00:00,-3.93,71.25,0.0,0.0,0.0,243.4,5.1,145.0,99887.0
2023-01-04 16:00:00,-4.35,71.8,0.0,0.0,0.0,245.2,5.24,146.0,99916.0
2023-01-04 17:00:00,-4.73,72.35,0.0,0.0,0.0,239.6,5.24,148.0,99945.0
2023-01-04 18:00:00,-5.18,73.65,0.0,0.0,0.0,229.6,5.03,149.0,100023.0
2023-01-04 19:00:00,-6.06,78.2,0.0,0.0,0.0,240.8,4.83,149.0,100053.0
2023-01-04 20:00:00,-6.24,78.7,0.0,0.0,0.0,246.0,5.1,149.0,100062.0
2023-01-04 21:00:00,-6.5,79.5,0.0,0.0,0.0,236.4,4.97,150.0,100023.0
2023-01-04 22:00:00,-6.7,80.0,0.0,0.0,0.0,230.0,4.9,151.0,100043.0
2023-01-04 23:00:00,-6.75,79.65,0.0,0.0,0.0,233.2,4.69,150.0,100033.0
2023-01-05 00:00:00,-6.83,79.45,0.0,0.0,0.0,233.0,4.55,150.0,100014.0
2023-01-05 01:00:00,-6.87,78.85,0.0,0.0,0.0,234.2,4.34,149.0,100023.0
2023-01-05 02:00:00,-6.96,78.25,0.0,0.0,0.0,229.8,4.41,148.0,99994.0
2023-01-05 03:00:00,-6.92,76.8,0.0,0.0,0.0,237.6,4.34,146.0,99945.0
2023-01-05 04:00:00,-7.06,75.9,0.0,0.0,0.0,228.6,4.34,145.0,99906.0
2023-01-05 05:00:00,-7.07,74.1,0.0,0.0,0.0,234.8,4.28,148.0,99926.0
2023-01-05 06:00:00,-7.07,72.25,0.0,0.0,0.0,243.4,4.48,150.0,99936.0
2023-01-05 07:00:00,-7.52,76.55,0.0,0.0,0.0,236.0,4.34,150.0,99916.0
2023-01-05 08:00:00,-7.11,72.7,66.0,38.26,60.0,256.4,4.28,151.0,99906.0
2023-01-05 09:00:00,-6.55,68.65,107.0,28.46,100.0,262.6,4.34,152.0,99877.0
2023-01-05 10:00:00,-5.92,65.95,126.0,20.11,120.0,270.2,4.34,152.0,99838.0
2023-01-05 11:00:00,-5.23,64.25,51.0,0.0,51.0,274.0,4.48,151.0,99770.0
2023-01-05 12:00:00,-4.52,63.45,139.0,53.19,124.0,275.4,4.48,152.0,99673.0
2023-01-05 13:00:00,-4.29,64.35,113.0,88.69,94.0,260.8,4.21,151.0,99605.0
2023-01-05 14:00:00,-4.27,66.0,18.0,0.0,18.0,262.8,3.72,148.0,99556.0
2023-01-05 15:00:00,-4.48,68.9,0.0,0.0,0.0,268.8,4.0,150.0,99546.0
2023-01-05 16:00:00,-4.59,72.5,0.0,0.0,0.0,273.8,4.0,151.0,99527.0
2023-01-05 17:00:00,-4.53,75.15,0.0,0.0,0.0,283.4,3.59,149.0,99468.0
2023-01-05 18:00:00,-4.45,78.4,0.0,0.0,0.0,279.0,3.86,153.0,99449.0
2023-01-05 19:00:00,-5.4,81.45,0.0,0.0,0.0,278.8,2.97,148.0,99420.0
2023-01-05 20:00:00,-5.36,82.7,0.0,0.0,0.0,284.4,3.03,153.0,99439.0
2023-01-05 21:00:00,-5.21,83.15,0.0,0.0,0.0,287.8,3.24,153.0,99371.0
2023-01-05 22:00:00,-5.17,84.9,0.0,0.0,0.0,282.2,2.97,150.0,99332.0
2023-01-05 23:00:00,-4.97,85.8,0.0,0.0,0.0,286.8,3.03,152.0,99274.0
2023-01-06 00:00:00,-4.76,87.3,0.0,0.0,0.0,286.4,3.17,151.0,99196.0
2023-01-06 01:00:00,-4.48,88.7,0.0,0.0,0.0,288.2,2.69,140.0,99118.0
2023-01-06 02:00:00,-4.14,90.0,0.0,0.0,0.0,288.8,3.03,140.0,98991.0
2023-01-06 03:00:00,-3.87,92.35,0.0,0.0,0.0,288.2,2.9,140.0,98874.0
2023-01-06 04:00:00,-3.59,93.5,0.0,0.0,0.0,289.4,2.76,136.0,98767.0
2023-01-06 05:00:00,-3.17,93.45,0.0,0.0,0.0,298.4,2.55,134.0,98679.0
2023-01-06 06:00:00,-2.81,94.7,0.0,0.0,0.0,298.2,3.1,143.0,98621.0
2023-01-06 07:00:00,-3.16,93.35,0.0,0.0,0.0,293.6,2.83,149.0,98592.0
2023-01-06 08:00:00,-2.75,93.3,21.0,0.0,21.0,296.2,2.83,156.0,98582.0
2023-01-06 09:00:00,-2.21,92.0,63.0,0.0,63.0,298.6,2.41,164.0,98621.0
2023-01-06 10:00:00,-1.71,91.35,39.0,0.0,39.0,301.0,2.55,173.0,98641.0
2023-01-06 11:00:00,-1.29,90.3,27.0,0.0,27.0,305.4,2.9,182.0,98660.0
2023-01-06 12:00:00,-0.82,89.55,33.0,0.0,33.0,299.6,2.21,196.0,98660.0
2023-01-06 13:00:00,-0.29,87.65,62.0,0.0,62.0,292.0,2.07,206.0,98689.0
2023-01-06 14:00:00,0.03,87.65,13.0,0.0,13.0,298.2,1.66,201.0,98728.0
2023-01-06 15:00:00,-0.07,90.65,0.0,0.0,0.0,302.2,1.72,198.0,98826.0
2023-01-06 16:00:00,-0.45,93.55,0.0,0.0,0.0,288.4,1.72,214.0,98913.0
2023-01-06 17:00:00,-0.5,93.1,0.0,0.0,0.0,281.6,2.0,242.0,98952.0
2023-01-06 18:00:00,0.07,91.6,0.0,0.0,0.0,282.0,2.69,268.0,99030.0
2023-01-06 19:00:00,0.24,91.5,0.0,0.0,0.0,295.4,2.48,265.0,99079.0
2023-01-06 20:00:00,0.4,90.75,0.0,0.0,0.0,269.0,2.97,275.0,99137.0
2023-01-06 21:00:00,0.33,90.05,0.0,0.0,0.0,253.2,3.24,281.0,99215.0
2023-01-06 22:00:00,0.02,90.05,0.0,0.0,0.0,246.4,3.24,284.0,99274.0
2023-01-06 23:00:00,-0.29,90.15,0.0,0.0,0.0,245.2,3.1,284.0,99342.0
2023-01-07 00:00:00,-0.91,90.3,0.0,0.0,0.0,233.8,2.9,284.0,99381.0
2023-01-07 01:00:00,-1.77,91.15,0.0,0.0,0.0,229.2,2.48,280.0,99400.0
2023-01-07 02:00:00,-2.95,92.1,0.0,0.0,0.0,241.0,2.14,266.0,99449.0
2023-01-07 03:00:00,-3.39,92.65,0.0,0.0,0.0,250.8,1.86,253.0,99468.0
2023-01-07 04:00:00,-4.07,93.9,0.0,0.0,0.0,239.0,1.72,249.0,99468.0
2023-01-07 05:00:00,-3.77,94.6,0.0,0.0,0.0,234.2,1.45,263.0,99459.0
2023-01-07 06:00:00,-3.24,95.2,0.0,0.0,0.0,225.4,1.03,283.0,99429.0
2023-01-07 07:00:00,-2.91,95.9,0.0,0.0,0.0,247.0,0.28,336.0,99400.0
2023-01-07 08:00:00,-2.7,95.75,80.0,88.04,66.0,228.4,0.76,108.0,99342.0
2023-01-07 09:00:00,-1.09,93.85,114.0,40.2,104.0,220.0,1.17,124.0,99283.0
2023-01-07 10:00:00,-2.07,91.9,152.0,56.31,135.0,226.4,2.0,133.0,99205.0
2023-01-07 11:00:00,1.18,87.8,184.0,111.18,149.0,234.8,2.55,144.0,99088.0
2023-01-07 12:00:00,2.28,87.25,122.0,24.42,115.0,262.0,3.1,158.0,99011.0
2023-01-07 13:00:00,1.97,92.25,48.0,0.0,48.0,297.8,3.31,172.0,98962.0
2023-01-07 14:00:00,1.23,99.05,12.0,0.0,12.0,315.6,2.76,175.0,98981.0
2023-01-07 15:00:00,0.81,99.3,0.0,0.0,0.0,314.8,2.55,185.0,98981.0
2023-01-07 16:00:00,0.92,99.3,0.0,0.0,0.0,319.8,2.34,198.0,99040.0
2023-01-07 17:00:00,1.14,98.45,0.0,0.0,0.0,314.6,2.28,213.0,99118.0
2023-01-07 18:00:00,1.12,97.05,0.0,0.0,0.0,295.0,2.0,227.0,99186.0
2023-01-07 19:00:00,0.57,93.8,0.0,0.0,0.0,265.2,2.28,250.0,99254.0
2023-01-07 20:00:00,-0.18,93.35,0.0,0.0,0.0,252.4,2.34,254.0,99351.0
2023-01-07 21:00:00,-0.65,93.05,0.0,0.0,0.0,252.0,2.34,258.0,99400.0
2023-01-07 22:00:00,-0.9,92.9,0.0,0.0,0.0,255.8,2.28,258.0,99478.0
2023-01-07 23:00:00,-1.08,92.7,0.0,0.0,0.0,259.0,2.34,256.0,99517.0
2023-01-08 00:00:00,-1.79,92.45,0.0,0.0,0.0,238.4,2.41,258.0,99546.0
2023-01-08 01:00:00,-2.45,92.2,0.0,0.0,0.0,230.0,2.34,259.0,99546.0
2023-01-08 02:00:00,-3.25,92.1,0.0,0.0,0.0,223.6,2.21,256.0,99566.0
2023-01-08 03:00:00,-3.65,91.85,0.0,0.0,0.0,228.0,2.21,239.0,99595.0
2023-01-08 04:00:00,-3.34,90.8,0.0,0.0,0.0,239.0,2.28,234.0,99624.0
2023-01-08 05:00:00,-2.6,89.35,0.0,0.0,0.0,250.6,2.41,234.0,99653.0
2023-01-08 06:00:00,-1.59,88.65,0.0,0.0,0.0,268.4,2.41,240.0,99673.0
2023-01-08 07:00:00,-1.1,90.05,0.0,0.0,0.0,268.6,2.34,246.0,99721.0
2023-01-08 08:00:00,-0.55,90.15,76.0,68.62,65.0,249.8,2.21,254.0,99799.0
2023-01-08 09:00:00,0.62,89.6,105.0,23.97,99.0,252.6,2.34,263.0,99848.0
2023-01-08 10:00:00,3.86,82.05,58.0,0.0,58.0,270.0,2.41,264.0,99887.0
2023-01-08 11:00:00,4.96,76.75,213.0,198.72,150.0,272.2,2.83,270.0,99877.0
2023-01-08 12:00:00,5.29,73.6,249.0,529.24,96.0,259.4,3.17,283.0,99858.0
2023-01-08 13:00:00,4.0,79.75,177.0,446.12,78.0,257.8,2.62,288.0,99858.0
2023-01-08 14:00:00,3.13,83.2,82.0,341.47,41.0,258.8,2.0,284.0,99877.0
2023-01-08 15:00:00,1.8,86.85,0.0,0.0,0.0,241.4,1.86,278.0,99887.0
2023-01-08 16:00:00,-0.3,90.25,0.0,0.0,0.0,228.6,1.66,285.0,99906.0
2023-01-08 17:00:00,-1.03,91.4,0.0,0.0,0.0,228.4,1.52,296.0,99936.0
2023-01-08 18:00:00,-1.0,92.0,0.0,0.0,0.0,228.4,1.24,305.0,99945.0
2023-01-08 19:00:00,0.76,86.7,0.0,0.0,0.0,240.6,0.83,282.0,99975.0
2023-01-08 20:00:00,1.17,85.4,0.0,0.0,0.0,237.4,0.55,235.0,99955.0
2023-01-08 21:00:00,1.17,86.1,0.0,0.0,0.0,234.6,0.62,189.0,99945.0
2023-01-08 22:00:00,0.88,87.95,0.0,0.0,0.0,228.8,0.97,158.0,99936.0
2023-01-08 23:00:00,0.15,90.8,0.0,0.0,0.0,230.2,1.24,143.0,99916.0
2023-01-09 00:00:00,-1.51,96.3,0.0,0.0,0.0,227.6,1.31,122.0,99877.0
2023-01-09 01:00:00,-3.24,98.0,0.0,0.0,0.0,234.8,1.52,102.0,99838.0
2023-01-09 02:00:00,-3.91,97.2,0.0,0.0,0.0,238.8,1.72,92.0,99809.0
2023-01-09 03:00:00,-3.51,97.35,0.0,0.0,0.0,258.4,1.86,89.0,99770.0
2023-01-09 04:00:00,-3.15,97.65,0.0,0.0,0.0,261.8,2.0,93.0,99731.0
2023-01-09 05:00:00,-2.26,97.95,0.0,0.0,0.0,274.2,2.21,111.0,99702.0
2023-01-09 06:00:00,-1.51,98.05,0.0,0.0,0.0,298.6,2.28,129.0,99683.0
2023-01-09 07:00:00,-0.43,99.05,11.0,24.46,10.0,309.4,3.03,148.0,99683.0
2023-01-09 08:00:00,-0.42,99.15,48.0,0.0,48.0,302.2,3.03,156.0,99731.0
2023-01-09 09:00:00,-0.51,97.55,113.0,35.7,104.0,309.4,4.07,162.0,99760.0
2023-01-09 10:00:00,-0.51,95.85,75.0,0.0,75.0,300.6,4.0,167.0,99780.0
2023-01-09 11:00:00,-0.2,93.25,61.0,0.0,61.0,296.2,4.0,168.0,99770.0
2023-01-09 12:00:00,-0.09,91.75,62.0,0.0,62.0,299.6,3.79,170.0,99712.0
2023-01-09 13:00:00,0.09,90.85,59.0,0.0,59.0,301.4,3.66,174.0,99702.0
2023-01-09 14:00:00,0.11,91.15,56.0,65.07,48.0,304.0,3.52,175.0,99683.0
2023-01-09 15:00:00,-0.19,92.95,0.0,0.0,0.0,291.6,2.76,173.0,99692.0
2023-01-09 16:00:00,-0.57,94.9,0.0,0.0,0.0,289.4,2.69,173.0,99702.0
2023-01-09 17:00:00,-0.73,95.65,0.0,0.0,0.0,289.2,2.76,172.0,99712.0
2023-01-09 18:00:00,-0.92,96.0,0.0,0.0,0.0,284.0,2.69,172.0,99721.0
2023-01-09 19:00:00,-1.11,97.8,0.0,0.0,0.0,293.4,2.83,167.0,99731.0
2023-01-09 20:00:00,-1.14,97.5,0.0,0.0,0.0,298.8,2.69,167.0,99760.0
2023-01-09 21:00:00,-1.15,97.45,0.0,0.0,0.0,303.0,2.62,169.0,99760.0
2023-01-09 22:00:00,-1.19,97.9,0.0,0.0,0.0,302.6,2.48,169.0,99760.0
2023-01-09 23:00:00,-1.39,98.35,0.0,0.0,0.0,291.4,2.07,178.0,99790.0
2023-01-10 00:00:00,-1.36,98.2,0.0,0.0,0.0,298.4,1.86,178.0,99790.0
2023-01-10 01:00:00,-1.38,98.0,0.0,0.0,0.0,294.8,1.72,178.0,99780.0
2023-01-10 02:00:00,-1.2,98.2,0.0,0.0,0.0,308.4,1.59,182.0,99809.0
2023-01-10 03:00:00,-1.11,98.45,0.0,0.0,0.0,312.4,1.59,184.0,99809.0
2023-01-10 04:00:00,-1.07,98.5,0.0,0.0,0.0,309.2,1.38,181.0,99790.0
2023-01-10 05:00:00,-1.06,98.65,0.0,0.0,0.0,309.2,1.45,178.0,99770.0
2023-01-10 06:00:00,-1.16,98.9,0.0,0.0,0.0,305.2,1.38,176.0,99809.0
2023-01-10 07:00:00,-1.01,98.95,3.0,0.0,3.0,308.0,1.38,173.0,99858.0
2023-01-10 08:00:00,-0.79,98.9,41.0,0.0,41.0,308.0,1.59,178.0,99897.0
2023-01-10 09:00:00,-0.43,97.9,84.0,3.94,83.0,304.2,1.72,177.0,99906.0
2023-01-10 10:00:00,0.11,96.15,84.0,0.0,84.0,311.6,1.86,174.0,99906.0
2023-01-10 11:00:00,0.44,95.5,97.0,0.0,97.0,313.2,2.0,174.0,99887.0
2023-01-10 12:00:00,0.99,94.05,94.0,3.4,93.0,305.0,2.0,176.0,99819.0
2023-01-10 13:00:00,1.2,94.15,74.0,4.39,73.0,298.0,2.0,172.0,99799.0
2023-01-10 14:00:00,1.11,95.4,34.0,0.0,34.0,303.0,2.14,168.0,99790.0
2023-01-10 15:00:00,0.58,97.95,0.0,0.0,0.0,301.6,1.86,164.0,99790.0
2023-01-10 16:00:00,0.15,99.15,0.0,0.0,0.0,308.2,2.14,173.0,99809.0
2023-01-10 17:00:00,-0.12,99.4,0.0,0.0,0.0,308.6,1.93,177.0,99809.0
2023-01-10 18:00:00,-0.28,99.35,0.0,0.0,0.0,313.6,2.07,178.0,99819.0
2023-01-10 19:00:00,-1.07,98.35,0.0,0.0,0.0,310.6,2.55,180.0,99819.0
2023-01-10 20:00:00,-1.33,98.55,0.0,0.0,0.0,310.4,2.9,176.0,99790.0
2023-01-10 21:00:00,-1.49,98.55,0.0,0.0,0.0,307.2,2.76,173.0,99780.0
2023-01-10 22:00:00,-1.59,98.3,0.0,0.0,0.0,306.8,2.69,172.0,99790.0
2023-01-10 23:00:00,-1.74,98.1,0.0,0.0,0.0,308.4,2.69,171.0,99799.0
2023-01-11 00:00:00,-1.92,98.2,0.0,0.0,0.0,295.6,2.21,169.0,99770.0
2023-01-11 01:00:00,-2.17,97.8,0.0,0.0,0.0,299.6,2.48,168.0,99731.0
2023-01-11 02:00:00,-2.23,97.95,0.0,0.0,0.0,304.0,2.28,164.0,99731.0
2023-01-11 03:00:00,-2.18,97.55,0.0,0.0,0.0,298.2,1.79,155.0,99702.0
2023-01-11 04:00:00,-1.98,97.2,0.0,0.0,0.0,298.6,1.86,149.0,99663.0
2023-01-11 05:00:00,-1.69,97.2,0.0,0.0,0.0,300.0,1.86,144.0,99624.0
2023-01-11 06:00:00,-1.48,97.45,0.0,0.0,0.0,292.2,1.93,141.0,99585.0
2023-01-11 07:00:00,-1.61,96.55,10.0,0.0,10.0,301.2,2.0,153.0,99566.0
2023-01-11 08:00:00,-1.07,96.75,61.0,18.19,58.0,300.4,1.86,151.0,99536.0
2023-01-11 09:00:00,-0.26,95.0,73.0,0.0,73.0,301.8,2.48,153.0,99507.0
2023-01-11 10:00:00,0.33,95.15,60.0,0.0,60.0,310.4,2.9,152.0,99507.0
2023-01-11 11:00:00,0.64,95.85,50.0,0.0,50.0,311.0,3.1,150.0,99429.0
2023-01-11 12:00:00,0.88,95.7,44.0,0.0,44.0,319.2,3.24,147.0,99342.0
2023-01-11 13:00:00,1.25,94.45,36.0,0.0,36.0,314.0,3.38,143.0,99293.0
2023-01-11 14:00:00,1.25,96.35,24.0,0.0,24.0,314.2,3.1,140.0,99225.0
2023-01-11 15:00:00,1.12,98.55,0.0,0.0,0.0,319.6,2.83,136.0,99176.0
2023-01-11 16:00:00,1.19,99.05,0.0,0.0,0.0,318.4,2.76,129.0,99127.0
2023-01-11 17:00:00,1.48,98.85,0.0,0.0,0.0,320.0,2.69,125.0,99050.0
2023-01-11 18:00:00,1.86,98.85,0.0,0.0,0.0,325.6,2.76,126.0,98991.0
2023-01-11 19:00:00,0.48,98.7,0.0,0.0,0.0,315.2,2.69,136.0,98903.0
2023-01-11 20:00:00,0.67,99.0,0.0,0.0,0.0,319.2,2.9,135.0,98806.0
2023-01-11 21:00:00,0.95,99.45,0.0,0.0,0.0,318.2,3.03,138.0,98709.0
2023-01-11 22:00:00,1.41,99.45,0.0,0.0,0.0,321.6,3.17,141.0,98689.0
2023-01-11 23:00:00,1.91,99.45,0.0,0.0,0.0,324.8,3.24,145.0,98631.0
2023-01-12 00:00:00,2.36,99.4,0.0,0.0,0.0,327.0,3.31,148.0,98563.0
2023-01-12 01:00:00,2.62,99.2,0.0,0.0,0.0,326.05,3.31,149.0,98504.0
2023-01-12 02:00:00,2.79,99.05,0.0,0.0,0.0,328.6,3.38,150.0,98446.0
2023-01-12 03:00:00,2.89,99.15,0.0,0.0,0.0,330.4,3.38,151.0,98397.0
2023-01-12 04:00:00,2.9,99.2,0.0,0.0,0.0,325.6,3.31,151.0,98368.0
2023-01-12 05:00:00,2.99,99.15,0.0,0.0,0.0,328.2,3.24,153.0,98329.0
2023-01-12 06:00:00,2.96,99.25,0.0,0.0,0.0,323.0,3.17,152.0,98309.0
2023-01-12 07:00:00,3.07,99.15,4.0,0.0,4.0,326.6,3.17,147.0,98300.0
2023-01-12 08:00:00,3.36,99.05,92.0,126.0,71.0,326.0,3.17,146.0,98329.0
2023-01-12 09:00:00,3.81,99.1,116.0,34.88,107.0,329.4,3.03,145.0,98319.0
